RA;FASE;TURMA;NOME;ANO_NASC;IDADE_22;GENERO;ANO_INGRESSO;INSTITUICAO_DE_ENSINO;PEDRA_20;PEDRA_21;PEDRA_22;INDE_22;CG;CF;CT;NO_AV;AVALIADOR1;REC_AV1;AVALIADOR2;REC_AV2;AVALIADOR3;REC_AV3;AVALIADOR4;REC_AV4;IAA;IEG;IPS;REC_PSICOLOGIA;IDA;MATEM;PORTUG;INGLES;INDICADO;ATINGIU_PV;IPV;IAN;FASE_IDEAL;DEFAS;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;ANO;INDE_2023;PEDRA_2023;NOME_ANONIMIZADO;DATA_DE_NASC;IDADE;IPP;MAT;POR;ING;DEFASAGEM;INDE_2024;PEDRA_2024;PEDRA_23;INDE_23;AVALIADOR5;AVALIADOR6;ESCOLA;ATIVO_INATIVO;ATIVO_INATIVO1;INDE;RISCO_DEFASAGEM;FAIXA_INDE;FAIXA_IAA;FAIXA_IEG;FAIXA_IPS;FAIXA_IPP;FAIXA_IDA;FAIXA_IPV;FAIXA_IAN;FAIXA_DEFASAGEM;DIF_AUTOAVALIACAO_DESEMPENHO;DIF_ENGAJAMENTO_DESEMPENHO;DIF_PSICOPEDAGOGICO_NIVEL;MEDIA_INDICADORES_SEM_IAN;QTD_INDICADORES_ABAIXO_5;QTD_INDICADORES_ABAIXO_7;INSTITUICAO_ENSINO;PROB_RISCO_DEFASAGEM;GRUPO_MULTI;CLASSIFICACAO_MODELO;PEDRA_ANALISE
RA-251;FASE 4;4N;;;;Masculino;2018;Pública;Ametista;Ametista;Ágata;7,022;;;;4,0;Avaliador-21;;Avaliador-6;;Avaliador-23;;Avaliador-8;;9,6;8,0;2,52;;5,3;;;;;;7,835;5,0;Fase 5 (1° EM);;;;;2023;6,665208333;Agata;Aluno-251;2007-08-12 00:00:00;1900-01-15 00:00:00;7,34375;5,0;5,5;5,3;-1,0;;;;;;;;;;7,022;1;Bom;Excelente;Bom;Baixo;Bom;Médio;Bom;Médio;Defasado;4,3;2,7;2,34375;6,7664583333333335;1;2;;0,7354863551211077;Psico abaixo de 7;1;Agata
RA-42;FASE 5;5A;;;;Masculino;2019;Privada - Programa de Apadrinhamento;Topázio;Ametista;Ágata;6,72;;;;4,0;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;8,6;5,63;;5,7;;;;;;6,6675;5,0;Fase 6 (2° EM);;;;;2023;6,794516667;Agata;Aluno-42;2007-11-03 00:00:00;1900-01-16 00:00:00;6,5625;6,3;4,2;6,7;-1,0;;;;;;;;;;6,72;1;Médio;Excelente;Excelente;Médio;Médio;Médio;Médio;Médio;Defasado;3,1000000000000005;2,8999999999999995;1,5625;6,993333333333332;0;4;;0,665421263465959;Psico abaixo de 7;1;Agata
RA-125;FASE 5;5A;;;;Feminino;2022;Privada;;;Ametista;7,619;;;;4,0;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,2;7,7;5,0;;5,8;;;;;;7,835;5,0;Fase 6 (2° EM);;;;;2023;6,989633333;Agata;Aluno-125;1/21/2007;16;8,125;3,3;5,8;8,2;-1,0;;;;;;;;;;7,619;1;Bom;Excelente;Bom;Médio;Bom;Médio;Bom;Médio;Defasado;3,3999999999999995;1,9000000000000004;3,125;7,276666666666666;0;2;;0,847110552653218;Psico abaixo de 7;1;Agata
RA-115;FASE 5;5A;;;;Feminino;2019;Pública;Ametista;Ametista;Quartzo;5,886;;;;4,0;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;7,1;5,0;;4,2;;;;;;7,215;5,0;Fase 6 (2° EM);;;;;2023;6,319141667;Agata;Aluno-115;11/18/2006;16;7,34375;3,7;3,8;5,2;-1,0;;;;;;;;;;5,886;1;Médio;Excelente;Bom;Médio;Bom;Baixo;Bom;Médio;Defasado;4,6000000000000005;2,8999999999999995;2,34375;6,609791666666666;1;2;;0,7840000240865732;Psico abaixo de 7;1;Agata
RA-70;FASE 5;5C;;;;Feminino;2017;Pública;Ágata;Quartzo;Quartzo;5,712;;;;4,0;Avaliador-32;;Avaliador-5;;Avaliador-23;;Avaliador-8;;9,2;9,2;5,0;;4,3;;;;;;7,545;5,0;Fase 7 (3° EM);;;;;2023;6,869133333;Agata;Aluno-70;8/20/2006;17;7,5;3,0;3,5;6,3;-2,0;;;;;;;;;;5,712;1;Médio;Excelente;Excelente;Médio;Bom;Baixo;Bom;Médio;Defasado;4,8999999999999995;4,8999999999999995;2,5;7,1241666666666665;1;2;;0,7440372920464233;Psico abaixo de 7;1;Agata
RA-85;FASE 5;5C;;;;Masculino;2022;Pública;;;Ágata;6,243;;;;4,0;Avaliador-32;;Avaliador-5;;Avaliador-23;;Avaliador-8;;8,8;8,9;6,27;;5,7;;;;;;7,8425;5,0;Fase 6 (2° EM);;;;;2023;7,08435;Ametista;Aluno-85;2/13/2007;16;5,9375;5,8;3,8;7,5;-1,0;;;;;;;;;;6,243;1;Médio;Excelente;Excelente;Médio;Médio;Médio;Bom;Médio;Defasado;3,1000000000000005;3,2;0,9375;7,241666666666667;0;3;;0,665421263465959;Psico abaixo de 7;1;Ametista
RA-131;FASE 5;5F;;;;Feminino;2016;Pública;Topázio;Ametista;Ametista;7,174;;;;4,0;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,3;7,8;5,0;;2,2;;;;;;6,8;5,0;Fase 6 (2° EM);;;;;2023;5,952358333;Quartzo;Aluno-131;2/15/2007;16;7,65625;0,0;3,0;3,5;-1,0;;;;;;;;;;7,174;1;Bom;Bom;Bom;Médio;Bom;Baixo;Médio;Médio;Defasado;6,1000000000000005;5,6;2,65625;6,292708333333334;1;3;;0,8501403702311872;Psico abaixo de 7;1;Quartzo
RA-160;FASE 5;5L;;;;Feminino;2021;Privada - Programa de Apadrinhamento;;Ágata;Ágata;6,746;;;;4,0;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;8,3;2,52;;5,0;;;;;;7,46;5,0;Fase 6 (2° EM);;;;;2023;6,598266667;Agata;Aluno-160;9/21/2007;16;8,125;3,3;3,8;8,0;-1,0;;;;;;;;;;6,746;1;Médio;Excelente;Bom;Baixo;Bom;Médio;Bom;Médio;Defasado;3,8000000000000007;3,3000000000000007;3,125;6,7008333333333345;1;2;;0,8553539950693829;Psico abaixo de 7;1;Agata
RA-1205;FASE 5;5L;;;;Feminino;2023;Pública;;;;;;;;4,0;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,2;9,2;6,26;;5,0;;;;;;7,085;2,5;Fase 8 (Universitários);;;;;2023;6,806466667;Agata;Aluno-1205;5/13/2005;18;7,5;5,2;3,7;6,2;-3,0;;;;;;;;;;6,806466667;1;Médio;Excelente;Excelente;Médio;Bom;Médio;Bom;Baixo;Defasado;4,199999999999999;4,199999999999999;5,0;7,3741666666666665;0;2;;0,665421263465959;Psico abaixo de 7;1;Agata
RA-175;FASE 5;5L;;;;Feminino;2018;Privada - Programa de Apadrinhamento;Ametista;Ametista;Ágata;6,75;;;;4,0;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;9,2;2,52;;4,8;;;;;;7,085;5,0;Fase 6 (2° EM);;;;;2023;6,569516667;Agata;Aluno-175;2007-04-03 00:00:00;1900-01-16 00:00:00;7,1875;5,0;5,0;4,5;-1,0;;;;;;;;;;6,75;1;Médio;Excelente;Excelente;Baixo;Bom;Baixo;Bom;Médio;Defasado;4,000000000000001;4,3999999999999995;2,1875;6,59875;2;2;;0,7946330985946611;Psico abaixo de 7;1;Agata
RA-1206;FASE 5;5M;;;;Feminino;2023;Pública;;;;;;;;4,0;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;8,3;2,52;;5,6;;;;;;7,7125;5,0;Fase 7 (3° EM);;;;;2023;6,724183333;Agata;Aluno-1206;5/17/2006;17;7,8125;4,7;3,7;8,3;-2,0;;;;;;;;;;6,724183333;1;Médio;Excelente;Bom;Baixo;Bom;Médio;Bom;Médio;Defasado;3,200000000000001;2,700000000000001;2,8125;6,790833333333333;1;2;;0,8325976482242309;Psico abaixo de 7;1;Agata
RA-1207;FASE 5;5M;;;;Feminino;2023;Pública;;;;;;;;4,0;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,8;9,0;5,0;;5,5;;;;;;7,63;10,0;Fase 5 (1° EM);;;;;2023;7,58235;Ametista;Aluno-1207;2008-12-02 00:00:00;1900-01-15 00:00:00;7,8125;5,0;4,0;7,5;0,0;;;;;;;;;;7,58235;0;Bom;Excelente;Excelente;Médio;Bom;Médio;Bom;Excelente;Adequado;3,3000000000000007;3,5;-2,1875;7,290416666666666;0;2;;0,21534605453619948;Psico abaixo de 7;0;Ametista
RA-1210;FASE 5;5M;;;;Feminino;2023;Pública;;;;;;;;4,0;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;9,6;9,4;5,0;;4,7;;;;;;8,09;5,0;Fase 6 (2° EM);;;;;2023;7,171083333;Ametista;Aluno-1210;10/20/2007;16;7,8125;5,0;2,0;7,0;-1,0;;;;;;;;;;7,171083333;1;Bom;Excelente;Excelente;Médio;Bom;Baixo;Bom;Médio;Defasado;4,8999999999999995;4,7;2,8125;7,433750000000001;1;2;;0,835536695806805;Psico abaixo de 7;1;Ametista
RA-1212;FASE 5;5M;;;;Feminino;2023;Pública;;;;;;;;4,0;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,3;8,9;5,0;;4,2;;;;;;7,715;5,0;Fase 6 (2° EM);;;;;2023;6,755358333;Agata;Aluno-1212;7/20/2007;16;7,65625;0,0;3,5;9,0;-1,0;;;;;;;;;;6,755358333;1;Médio;Bom;Excelente;Médio;Bom;Baixo;Bom;Médio;Defasado;4,1000000000000005;4,7;2,65625;6,961875000000002;1;2;;0,8245116558256501;Psico abaixo de 7;1;Agata
RA-89;FASE 6;6L;;;;Masculino;2021;Pública;;Quartzo;Ametista;7,323;;;;4,0;Avaliador-24;;Avaliador-7;;Avaliador-23;;Avaliador-8;;8,3;8,1;5,0;;5,1;;;;;;7,465;5,0;Fase 7 (3° EM);;;;;2023;6,700775;Agata;Aluno-89;6/22/2006;17;7,34375;6,3;2,3;6,7;-1,0;;;;;;;;;;7,323;1;Bom;Bom;Bom;Médio;Bom;Médio;Bom;Médio;Defasado;3,200000000000001;3,0;2,34375;6,8847916666666675;0;2;;0,7428615142482717;Psico abaixo de 7;1;Agata
RA-863;ALFA;ALFA E - G2/G3;;;;Masculino;2023;Pública;;;;;;;;3,0;Avaliador-3;;Avaliador-13;;Avaliador-9;;;;8,502;3,159090909;2,51;;5,5;;;;;;4,333333333;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-863;2016-02-25 00:00:00;8;4,6875;10,0;1,0;;-1,0;4.6684348484000004;Quartzo;Quartzo;5,92975;;;EE Dom Pedro Villas Boas de Souza;Cursando;Cursando;4,6684348484000004;1;Baixo;Excelente;Baixo;Baixo;Baixo;Médio;Baixo;Médio;Defasado;3,0020000000000007;-2,340909091;-0,3125;4,7819873736666665;4;5;EE Dom Pedro Villas Boas de Souza;0,7048980228739465;IDA e IEG < 7;1;nan
RA-1014;ALFA;ALFA E - G2/G3;;;;Feminino;2023;Pública;;;;;;;;3,0;Avaliador-3;;Avaliador-13;;Avaliador-9;;;;8,502;7,8863636365000005;2,51;;5,25;;;;;;7,0;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-1014;2016-02-05 00:00:00;8;6,875;6,5;4,0;;-1,0;6.315972727300001;Agata;Topázio;8,2582;;;EE Dom Pedro Villas Boas de Souza;Cursando;Cursando;6,315972727300001;1;Médio;Excelente;Bom;Baixo;Médio;Médio;Bom;Médio;Defasado;3,2520000000000007;2,6363636365000005;1,875;6,33722727275;1;3;EE Dom Pedro Villas Boas de Souza;0,8532580970462185;Psico abaixo de 7;1;nan
RA-1302;ALFA;ALFA F - G0/G1;;;;Masculino;2024;Pública;;;;;;;;3,0;Avaliador-11;;Avaliador-2;;Avaliador-9;;;;10,002;5,416666667;2,51;;4,0;;;;;;4,996666667;10,0;ALFA (1° e 2° ano);;;;;2024;;;Aluno-1302;2016-10-10 00:00:00;8;6,25;4,0;4,0;;0,0;5.758866666800001;Quartzo;;;;;EE Dom Pedro Villas Boas de Souza;Cursando;Cursando;5,758866666800001;0;Médio;Excelente;Médio;Baixo;Médio;Baixo;Baixo;Excelente;Adequado;6,002000000000001;1,4166666670000003;-3,75;5,529222222333334;3;5;EE Dom Pedro Villas Boas de Souza;0,3015522189588865;IDA e IEG < 7;0;nan
RA-1305;ALFA;ALFA G - G2/G3;;;;Feminino;2024;Pública;;;;;;;;3,0;Avaliador-3;;Avaliador-13;;Avaliador-9;;;;8,502;8,710526316;2,51;;4,75;;;;;;8,053333333;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-1305;2014-09-17 00:00:00;10;7,8125;2,0;7,5;;-1,0;6.685221929800001;Agata;;;;;EM Etelvina Delfim Simões;Cursando;Cursando;6,685221929800001;1;Médio;Excelente;Excelente;Baixo;Bom;Baixo;Bom;Médio;Defasado;3,7520000000000007;3,9605263159999993;2,8125;6,7230599415;2;2;EM Etelvina Delfim Simões;0,8334276382816832;Psico abaixo de 7;1;nan
RA-1307;ALFA;ALFA H - G0/G1;;;;Masculino;2024;Pública;;;;;;;;3,0;Avaliador-11;;Avaliador-2;;Avaliador-9;;;;10,002;5,833333333500001;6,255;;5,5;;;;;;5,383333333;10,0;ALFA (1° e 2° ano);;;;;2024;;;Aluno-1307;2016-08-30 00:00:00;8;6,25;7,0;4,0;;0,0;6.5940333333000005;Agata;;;;;EE Dom Pedro Villas Boas de Souza;Cursando;Cursando;6,5940333333000005;0;Médio;Excelente;Médio;Médio;Médio;Médio;Médio;Excelente;Adequado;4,502000000000001;0,3333333335000006;-3,75;6,53727777775;0;5;EE Dom Pedro Villas Boas de Souza;0,279543687657134;IDA e IEG < 7;0;nan
RA-1311;ALFA;ALFA H - G0/G1;;;;Masculino;2024;Pública;;;;;;;;3,0;Avaliador-11;;Avaliador-2;;Avaliador-9;;;;9,002;9,166666667;2,51;;0,0;;;;;;8,386666667;10,0;ALFA (1° e 2° ano);;;;;2024;;;Aluno-1311;2016-09-06 00:00:00;8;7,5;0,0;0,0;;0,0;6.4118666668;Agata;;;;;EM Maria Ignez Concelles Irma Ines;Cursando;Cursando;6,4118666668;0;Médio;Excelente;Excelente;Baixo;Bom;Baixo;Bom;Excelente;Adequado;9,002;9,166666667;-2,5;6,094222222333333;2;2;EM Maria Ignez Concelles Irma Ines;0,16452793884852834;Psico abaixo de 7;0;nan
RA-908;ALFA;ALFA I - G2/G3;;;;Feminino;2023;Pública;;;;;;;;2,0;Avaliador-3;;Avaliador-13;;;;;;8,502;8,14171123;7,51;;4,75;;;;;;6,83;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-908;2015-06-08 00:00:00;9;7,1875;3,0;6,5;;-1,0;6.764292246;Agata;Topázio;8,479366667;;;EE Joaquim Mendes Feliz;Cursando;Cursando;6,764292246;1;Médio;Excelente;Bom;Bom;Bom;Baixo;Médio;Médio;Defasado;3,7520000000000007;3,3917112300000003;2,1875;7,153535205;1;2;EE Joaquim Mendes Feliz;0,8053730887763324;Misto;1;nan
RA-916;ALFA;ALFA I - G2/G3;;;;Feminino;2023;Pública;;;;;;;;2,0;Avaliador-3;;Avaliador-13;;;;;;8,502;7,3320158105;2,51;;2,75;;;;;;6,16;5,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-916;2014-03-18 00:00:00;10;6,5625;3,5;2,0;;-2,0;5.5058531621;Quartzo;Ametista;7,3882;;;EM Maria Ignez Concelles Irma Ines;Cursando;Cursando;5,5058531621;1;Médio;Excelente;Bom;Baixo;Médio;Baixo;Médio;Médio;Defasado;5,752000000000001;4,5820158105;1,5625;5,636085968416666;2;4;EM Maria Ignez Concelles Irma Ines;0,6917005562211257;Psico abaixo de 7;1;nan
RA-925;ALFA;ALFA I - G2/G3;;;;Masculino;2023;Pública;;;;;;;;2,0;Avaliador-3;;Avaliador-13;;;;;;8,002;7,005347594;7,51;;4,75;;;;;;7,33;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-925;2015-12-01 00:00:00;8;7,1875;3,0;6,5;;-1,0;6.587019518800001;Agata;Ametista;7,1837;;;EE Dom Pedro Villas Boas de Souza;Cursando;Cursando;6,587019518800001;1;Médio;Bom;Bom;Bom;Bom;Baixo;Bom;Médio;Defasado;3,2520000000000007;2,255347594;2,1875;6,964141265666666;1;1;EE Dom Pedro Villas Boas de Souza;0,7783895378547536;Misto;1;nan
RA-1318;ALFA;ALFA I - G2/G3;;;;Feminino;2024;Pública;;;;;;;;2,0;Avaliador-3;;Avaliador-13;;;;;;8,502;7,6871657755000005;7,51;;5,0;;;;;;7,33;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-1318;2016-04-18 00:00:00;8;7,1875;4,0;6,0;;-1,0;6.823383155100001;Agata;;;;;EE Dom Pedro Villas Boas de Souza;Cursando;Cursando;6,823383155100001;1;Médio;Excelente;Bom;Bom;Bom;Médio;Bom;Médio;Defasado;3,5020000000000007;2,6871657755000005;2,1875;7,20277762925;0;1;EE Dom Pedro Villas Boas de Souza;0,7845154390721576;Misto;1;nan
RA-1006;ALFA;ALFA J - G2/G3;;;;Feminino;2023;Pública;;;;;;;;2,0;Avaliador-3;;Avaliador-13;;;;;;8,502;8,4444444445;7,51;;5,0;;;;;;7,5;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-1006;2015-05-24 00:00:00;9;7,5;5,0;5,0;;-1,0;7.040088888900001;Ametista;Topázio;8,5922;;;EM Pedro Antonio de Almeida;Cursando;Cursando;7,040088888900001;1;Bom;Excelente;Bom;Bom;Bom;Médio;Bom;Médio;Defasado;3,5020000000000007;3,4444444445;2,5;7,4094074074166665;0;1;EM Pedro Antonio de Almeida;0,7495614745969323;Misto;1;nan
RA-905;ALFA;ALFA J - G2/G3;;;;Masculino;2023;Pública;;;;;;;;2,0;Avaliador-3;;Avaliador-13;;;;;;9,002;7,7794117645;7,51;;3,0;;;;;;6,99;5,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-905;2013-11-27 00:00:00;10;6,875;2,0;4,0;;-2,0;6.3925823529;Agata;Ametista;7,831033333;;;EM Pedro Antonio de Almeida;Cursando;Cursando;6,3925823529;1;Médio;Excelente;Bom;Bom;Médio;Baixo;Médio;Médio;Defasado;6,002000000000001;4,7794117645;1,875;6,85940196075;1;3;EM Pedro Antonio de Almeida;0,8738997198742351;Psico abaixo de 7;1;nan
RA-1326;ALFA;ALFA K - G0/G1;;;;Feminino;2024;Pública;;;;;;;;2,0;Avaliador-12;;Avaliador-11;;;;;;9,002;9,2916666665;7,51;;4,5;;;;;;7,245;10,0;ALFA (1° e 2° ano);;;;;2024;;;Aluno-1326;2016-06-29 00:00:00;8;7,8125;0,0;9,0;;0,0;7.6397833333000005;Ametista;;;;;EE Helio Luiz Dobrochinski Prof;Cursando;Cursando;7,6397833333000005;0;Bom;Excelente;Excelente;Bom;Bom;Baixo;Bom;Excelente;Adequado;4,502000000000001;4,791666666499999;-2,1875;7,560194444416666;1;1;EE Helio Luiz Dobrochinski Prof;0,22756076234039221;Misto;0;nan
RA-756;ALFA;ALFA L - G2/G3;;;;Masculino;2022;Pública;;;Ágata;6,9760288087452;;;;2,0;Avaliador-12;;Avaliador-13;;;;;;10,002;8,75;7,51;;5,5;;;;;;7,24;5,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-756;2013-09-09 00:00:00;11;8,125;10,0;1,0;;-2,0;7.361700000000001;Ametista;Ametista;7,0927;;;EM Amanda Consuelo da Cunha;Cursando;Cursando;6,9760288087452;1;Médio;Excelente;Excelente;Bom;Bom;Médio;Bom;Médio;Defasado;4,502000000000001;3,25;3,125;7,854500000000001;0;1;EM Amanda Consuelo da Cunha;0,839745424683855;Misto;1;nan
RA-773;ALFA;ALFA L - G2/G3;;;;Feminino;2022;Pública;;;Ágata;6,921727523809524;;;;2,0;Avaliador-12;;Avaliador-13;;;;;;10,002;8,75;2,51;;5,0;;;;;;6,575;5,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-773;2013-12-31 00:00:00;10;7,5;8,0;2,0;;-2,0;6.566200000000001;Agata;Agata;6,9287;;;EM Cecilia Cristina de Oliveira Rodrigues;Cursando;Cursando;6,921727523809524;1;Médio;Excelente;Excelente;Baixo;Bom;Médio;Médio;Médio;Defasado;5,002000000000001;3,75;2,5;6,722833333333334;1;3;EM Cecilia Cristina de Oliveira Rodrigues;0,7521452759039462;Psico abaixo de 7;1;nan
RA-1338;ALFA;ALFA M - G0/G1;;;;Masculino;2024;Pública;;;;;;;;2,0;Avaliador-3;;Avaliador-11;;;;;;8,002;8,6607142855;7,51;;3,0;;;;;;5,33;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-1338;2015-12-11 00:00:00;8;6,875;2,0;4,0;;-1,0;6.1368428571;Agata;;;;;EM Cecilia Cristina de Oliveira Rodrigues;Cursando;Cursando;6,1368428571;1;Médio;Bom;Excelente;Bom;Médio;Baixo;Médio;Médio;Defasado;5,002000000000001;5,660714285499999;1,875;6,562952380916666;1;3;EM Cecilia Cristina de Oliveira Rodrigues;0,8738997198742351;Psico abaixo de 7;1;nan
RA-947;ALFA;ALFA M - G0/G1;;;;Masculino;2023;Pública;;;;;;;;2,0;Avaliador-3;;Avaliador-11;;;;;;9,002;7,619047619;7,51;;4,5;;;;;;4,58;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-947;2015-03-02 00:00:00;9;5,625;4,0;5,0;;-1,0;6.053509523800001;Agata;Agata;6,3457;;;EE Helio Luiz Dobrochinski Prof;Cursando;Cursando;6,053509523800001;1;Médio;Excelente;Bom;Bom;Médio;Baixo;Baixo;Médio;Defasado;4,502000000000001;3,119047619;0,625;6,472674603166666;2;3;EE Helio Luiz Dobrochinski Prof;0,760422461942807;Psico abaixo de 7;1;nan
RA-946;ALFA;ALFA N - G2/G3;;;;Masculino;2023;Pública;;;;;;;;2,0;Avaliador-13;;Avaliador-2;;;;;;9,502;8,7976190475;2,51;;4,5;;;;;;7,835;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-946;2016-01-11 00:00:00;8;7,5;3,0;6,0;;-1,0;6.677723809500001;Agata;Topázio;8,5822;;;EE Helio Luiz Dobrochinski Prof;Cursando;Cursando;6,677723809500001;1;Médio;Excelente;Excelente;Baixo;Bom;Baixo;Bom;Médio;Defasado;5,002000000000001;4,2976190475;2,5;6,774103174583334;2;2;EE Helio Luiz Dobrochinski Prof;0,7752368782174688;Psico abaixo de 7;1;nan
RA-1346;ALFA;ALFA N - G2/G3;;;;Masculino;2024;Pública;;;;;;;;2,0;Avaliador-13;;Avaliador-2;;;;;;9,502;8,0595238095;7,51;;5,5;;;;;;6,66;10,0;ALFA (1° e 2° ano);;;;;2024;;;Aluno-1346;2016-10-08 00:00:00;8;6,25;5,0;6,0;;0,0;7.3701047619;Ametista;;;;;EM Cecilia Cristina de Oliveira Rodrigues;Cursando;Cursando;7,3701047619;0;Bom;Excelente;Bom;Bom;Médio;Médio;Médio;Excelente;Adequado;4,002000000000001;2,5595238095;-3,75;7,246920634916667;0;3;EM Cecilia Cristina de Oliveira Rodrigues;0,28166358461326935;Psico abaixo de 7;0;nan
RA-1347;ALFA;ALFA N - G2/G3;;;;Masculino;2024;Pública;;;;;;;;2,0;Avaliador-13;;Avaliador-2;;;;;;8,502;8,7857142855;2,51;;5,0;;;;;;6,165;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-1347;2015-10-31 00:00:00;9;5,625;5,0;5,0;;-1,0;6.153842857100001;Agata;;;;;EE Helio Luiz Dobrochinski Prof;Cursando;Cursando;6,153842857100001;1;Médio;Excelente;Excelente;Baixo;Médio;Médio;Médio;Médio;Defasado;3,5020000000000007;3,785714285499999;0,625;6,0979523809166665;1;4;EE Helio Luiz Dobrochinski Prof;0,7363265246207883;Psico abaixo de 7;1;nan
RA-951;ALFA;ALFA N - G2/G3;;;;Feminino;2023;Privada;;;;;;;;2,0;Avaliador-13;;Avaliador-2;;;;;;10,002;9,0357142855;2,51;;4,0;;;;;;7,325;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-951;2016-05-23 00:00:00;8;6,25;5,0;3,0;;-1,0;6.4483428571;Agata;Topázio;8,8902;;;João Friaza Colégio;Cursando;Cursando;6,4483428571;1;Médio;Excelente;Excelente;Baixo;Médio;Baixo;Bom;Médio;Defasado;6,002000000000001;5,035714285499999;1,25;6,520452380916667;2;3;João Friaza Colégio;0,80971674461067;Psico abaixo de 7;1;nan
RA-774;ALFA;ALFA N - G2/G3;;;;Feminino;2022;Pública;;;Ametista;7,587060296442688;;;;2,0;Avaliador-13;;Avaliador-2;;;;;;10,002;6,3928571430000005;2,51;;3,75;;;;;;6,405;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-774;2014-09-09 00:00:00;10;6,25;2,0;5,5;;-1,0;5.685771428600001;Quartzo;Quartzo;5,852;;;EM Cecilia Cristina de Oliveira Rodrigues;Cursando;Cursando;7,587060296442688;1;Bom;Excelente;Médio;Baixo;Médio;Baixo;Médio;Médio;Defasado;6,252000000000001;2,6428571430000005;1,25;5,884976190500001;2;5;EM Cecilia Cristina de Oliveira Rodrigues;0,7813737353046653;IDA e IEG < 7;1;nan
RA-1353;ALFA;ALFA Q - G2/G3;;;;Feminino;2024;Pública;;;;;;;;2,0;Avaliador-12;;Avaliador-13;;;;;;8,002;9,5;7,51;;3,0;;;;;;6,08;5,0;Fase 1 (3° e 4° ano);;;;;2024;;;Aluno-1353;2014-10-19 00:00:00;10;6,875;3,5;2,5;;-1,0;6.454700000000001;Agata;;;;;EE Luiz Schunck;Cursando;Cursando;6,454700000000001;1;Médio;Bom;Excelente;Bom;Médio;Baixo;Médio;Médio;Defasado;5,002000000000001;6,5;1,875;6,827833333333333;1;3;EE Luiz Schunck;0,8738997198742351;Psico abaixo de 7;1;nan
RA-965;ALFA;ALFA Q - G2/G3;;;;Feminino;2023;Pública;;;;;;;;2,0;Avaliador-12;;Avaliador-13;;;;;;9,002;6,4772727275;7,51;;2,25;;;;;;6,83;5,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-965;2014-03-26 00:00:00;10;8,75;2,0;2,5;;-2,0;6.1376545455;Agata;Agata;6,4832;;;EE Luiz Schunck;Cursando;Cursando;6,1376545455;1;Médio;Excelente;Médio;Bom;Excelente;Baixo;Médio;Médio;Defasado;6,752000000000001;4,2272727275;3,75;6,80321212125;1;3;EE Luiz Schunck;0,8286416858427652;IDA e IEG < 7;1;nan
RA-973;ALFA;ALFA Q - G2/G3;;;;Masculino;2023;Pública;;;;;;;;2,0;Avaliador-12;;Avaliador-13;;;;;;10,002;9,318181818;7,51;;3,75;;;;;;6,585;5,0;Fase 2 (5° e 6° ano);;;;;2024;;;Aluno-973;2014-02-12 00:00:00;10;7,5;6,5;1,0;;-2,0;6.9318363636;Agata;Quartzo;5,82875;;;EM Cecilia Cristina de Oliveira Rodrigues;Cursando;Cursando;6,9318363636;1;Médio;Excelente;Excelente;Bom;Bom;Baixo;Médio;Médio;Defasado;6,252000000000001;5,568181817999999;2,5;7,444196969666667;1;2;EM Cecilia Cristina de Oliveira Rodrigues;0,7688867707028458;Misto;1;nan
